Date,Open,High,Low,Close,Adj Close,Volume,Plus_DI,Minus_DI,ADX
2020-01-23,79.4800033569336,79.88999938964844,78.9124984741211,79.80750274658203,78.4240951538086,104472000,28.862473416078565,11.391042647108584,56.73356032691238
2020-01-24,80.0625,80.8324966430664,79.37999725341797,79.57749938964844,78.19808197021484,146537600,32.981953230811015,9.93357105217669,50.20326112610265
2020-01-27,77.51499938964844,77.94249725341797,76.22000122070312,77.23750305175781,75.89864349365234,161940000,27.234318232246927,31.49497322630402,50.26960759227219
2020-01-28,78.1500015258789,79.5999984741211,78.04750061035156,79.42250061035156,78.04576110839844,162234000,33.75870838725732,26.32300472812413,38.39451442791333
2020-01-29,81.11250305175781,81.9625015258789,80.34500122070312,81.08499908447266,79.679443359375,216229200,44.21486734941127,22.983891176329013,32.70912982357338
2020-01-30,80.13500213623047,81.02249908447266,79.6875,80.96749877929688,79.5639877319336,126743200,40.807408204518254,25.289543527788734,32.37191454030552
2020-01-31,80.23249816894531,80.66999816894531,77.07250213623047,77.37750244140625,76.03622436523438,199588400,32.755463803908846,34.31593901007806,30.535589557931136
2020-02-03,76.07499694824219,78.37249755859375,75.55500030517578,77.16500091552734,75.82740783691406,173788400,28.45544343999257,37.42065576016779,26.15922358062943
2020-02-04,78.82749938964844,79.91000366210938,78.40750122070312,79.7125015258789,78.33074951171875,136616400,31.74125655902589,32.31310707343146,24.18422493480379
2020-02-05,80.87999725341797,81.19000244140625,79.73750305175781,80.36250305175781,78.96946716308594,118826800,34.84992808994296,29.50302120193498,21.077926335257516
2020-02-06,80.64250183105469,81.30500030517578,80.06500244140625,81.30249786376953,79.89318084716797,105425600,32.19275668476233,26.816579881432546,19.44907271184405
2020-02-07,80.59249877929688,80.8499984741211,79.5,80.00749969482422,78.80721282958984,117684000,28.54199342207913,26.196740476316677,18.153646028188362
2020-02-10,78.54499816894531,80.38749694824219,78.4625015258789,80.38749694824219,79.18151092529297,109348800,25.094902038881578,27.242699460782532,16.55020824869933
2020-02-11,80.9000015258789,80.9749984741211,79.67749786376953,79.90249633789062,78.70379638671875,94323200,24.993928140720705,24.61493312719314,15.146889570752318
2020-02-12,80.36750030517578,81.80500030517578,80.36750030517578,81.80000305175781,80.57282257080078,113730400,25.39125571363664,21.91221317040129,13.665871251503225
2020-02-13,81.04750061035156,81.55500030517578,80.8375015258789,81.21749877929688,79.99906158447266,94747600,23.722992030620514,20.472530554505468,13.016754991901898
2020-02-14,81.18499755859375,81.49500274658203,80.7125015258789,81.23750305175781,80.01876831054688,80113600,23.89271642226821,21.13534600755093,12.443375619990189
2020-02-18,78.83999633789062,79.9375,78.65249633789062,79.75,78.5535659790039,152531200,21.816545135914577,27.666446340408367,11.869991178688217
2020-02-19,80.0,81.14250183105469,80.0,80.90499877929688,79.69124603271484,93984000,26.045669727714326,26.602119534024247,11.792746892573438
2020-02-20,80.65750122070312,81.1624984741211,79.55249786376953,80.07499694824219,78.87370300292969,100566000,23.89853231663304,26.178012107011828,10.823595141244764
2020-02-21,79.65499877929688,80.11250305175781,77.625,78.26249694824219,77.08838653564453,129554000,23.28167441209212,33.877955829815555,10.34631124501941
2020-02-24,74.31500244140625,76.04499816894531,72.30750274658203,74.54499816894531,73.42666625976562,222195200,19.091078326373207,48.18487151734679,11.23070820229914
2020-02-25,75.23750305175781,75.63249969482422,71.53250122070312,72.0199966430664,70.9395523071289,230673600,16.816699311752416,45.26558528161227,14.041894502037946
2020-02-26,71.63249969482422,74.47000122070312,71.625,73.1624984741211,72.0649185180664,198054800,14.845076639494678,39.95855965430189,16.773357604577235
2020-02-27,70.2750015258789,71.5,68.23999786376953,68.37999725341797,67.35415649414062,320605600,12.256024176256107,43.40454328121295,19.295693597912827
2020-02-28,64.31500244140625,69.60250091552734,64.09249877929688,68.33999633789062,67.31475067138672,426510000,10.231770053331653,47.70849782452542,22.413108116257007
2020-03-02,70.56999969482422,75.36000061035156,69.43000030517578,74.70249938964844,73.58180236816406,341397200,22.346459230071,38.9330871479872,25.6824294806573
2020-03-03,75.9175033569336,76.0,71.44999694824219,72.33000183105469,71.2448959350586,319475600,20.669777454339446,33.50004640636266,25.775807688237137
2020-03-04,74.11000061035156,75.8499984741211,73.28250122070312,75.68499755859375,74.549560546875,219178400,18.483406549295122,29.95653816384265,25.606777050904547
2020-03-05,73.87999725341797,74.88749694824219,72.85250091552734,73.2300033569336,72.13139343261719,187572800,16.467936844969547,27.585058289363186,25.461735459533244
2020-03-06,70.5,72.70500183105469,70.30750274658203,72.25749969482422,71.17349243164062,226176800,14.6203866339082,29.55513179624215,25.49241503019731
2020-03-09,65.9375,69.52249908447266,65.75,66.5425033569336,65.5442123413086,286744800,12.592227625254097,33.867906811488005,26.21496453579792
2020-03-10,69.28500366210938,71.61000061035156,67.34249877929688,71.33499908447266,70.26483154296875,285290000,14.553126294677002,29.440038477932763,27.679363904407474
2020-03-11,69.34750366210938,70.30500030517578,67.96499633789062,68.85749816894531,67.8244857788086,255598800,13.09557917500056,26.491514400163336,28.15786083110772
2020-03-12,63.98500061035156,67.5,62.0,62.057498931884766,61.126502990722656,418474000,11.329145002958686,32.22414379908593,28.674396754864695
